"Timestamp","Queue Difference Metric"
"2023-08-23T12:42:03.905853","67"
"2023-08-23T12:42:05.146869","64"
"2023-08-23T12:42:06.409328","61"
"2023-08-23T12:42:07.611214","58"
"2023-08-23T12:42:08.859138","55"
"2023-08-23T12:42:10.085811","52"
"2023-08-23T12:42:11.315505","49"
"2023-08-23T12:42:12.552186","46"
"2023-08-23T12:42:13.804380","43"
"2023-08-23T12:42:15.010784","40"
"2023-08-23T12:42:16.203303","37"
"2023-08-23T12:42:17.400771","34"
"2023-08-23T12:42:18.662586","31"
"2023-08-23T12:42:19.867936","28"
"2023-08-23T12:42:21.058509","25"
"2023-08-23T12:42:22.289408","22"
"2023-08-23T12:42:23.529156","19"
"2023-08-23T12:42:24.772156","16"
"2023-08-23T12:42:25.996221","13"
"2023-08-23T12:42:27.200230","10"
"2023-08-23T12:42:28.442491","7"
"2023-08-23T12:42:29.658441","4"
"2023-08-23T12:42:30.895131","1"
"2023-08-23T12:42:32.100468","998"
"2023-08-23T12:42:33.324084","995"
"2023-08-23T12:42:34.533650","993"
"2023-08-23T12:42:35.749143","991"
"2023-08-23T12:42:36.952865","989"
"2023-08-23T12:42:38.175391","987"
"2023-08-23T12:42:39.378560","985"
"2023-08-23T12:42:40.582632","983"
"2023-08-23T12:42:41.785705","981"
"2023-08-23T12:42:42.999793","979"
"2023-08-23T12:42:44.202478","977"
"2023-08-23T12:42:45.397294","975"
"2023-08-23T12:42:46.680163","973"
"2023-08-23T12:42:47.909009","971"
"2023-08-23T12:42:49.140336","969"
"2023-08-23T12:42:50.346002","967"
"2023-08-23T12:42:51.594118","965"
"2023-08-23T12:42:52.829126","963"
"2023-08-23T12:42:54.034437","961"
"2023-08-23T12:42:55.241241","959"
"2023-08-23T12:42:56.442844","957"
"2023-08-23T12:42:57.647432","955"
"2023-08-23T12:42:58.848566","953"
"2023-08-23T12:43:00.076887","951"
"2023-08-23T12:43:01.274455","949"
"2023-08-23T12:43:02.474638","947"
"2023-08-23T12:43:03.668752","945"
"2023-08-23T12:43:04.897388","943"
"2023-08-23T12:43:06.103553","941"
"2023-08-23T12:43:07.309902","939"
"2023-08-23T12:43:08.525427","937"
"2023-08-23T12:43:09.724609","935"
"2023-08-23T12:43:10.903412","933"
"2023-08-23T12:43:12.119524","931"
"2023-08-23T12:43:13.321797","929"
"2023-08-23T12:43:14.525011","927"
"2023-08-23T12:43:15.737413","925"
"2023-08-23T12:49:16.989206","889"
"2023-08-23T12:49:18.264897","887"
"2023-08-23T12:49:19.516490","885"
"2023-08-23T12:49:20.745215","883"
"2023-08-23T12:49:22.007426","881"
"2023-08-23T12:49:23.236827","879"
"2023-08-23T12:49:24.461860","877"
"2023-08-23T12:49:25.728378","875"
"2023-08-23T12:49:26.982306","873"
"2023-08-23T12:49:28.249640","871"
"2023-08-23T12:49:29.493490","869"
"2023-08-23T12:49:30.719308","867"
"2023-08-23T12:49:31.974041","865"
"2023-08-23T12:49:33.205643","863"
"2023-08-23T12:49:34.426904","861"
"2023-08-23T12:49:35.675256","859"
"2023-08-23T12:49:36.907791","857"
"2023-08-23T12:49:38.145471","855"
"2023-08-23T12:49:39.383053","853"
"2023-08-23T12:49:40.655643","851"
"2023-08-23T12:49:41.873250","849"
"2023-08-23T12:49:43.110995","847"
"2023-08-23T12:49:44.385476","845"
"2023-08-23T12:49:45.628346","843"
"2023-08-23T12:49:46.848628","841"
"2023-08-23T12:49:48.080146","839"
"2023-08-23T12:49:49.336530","837"
"2023-08-23T12:49:50.579518","835"
"2023-08-23T12:49:51.796685","833"
"2023-08-23T12:49:53.022268","831"
"2023-08-23T12:49:54.272959","829"
"2023-08-23T12:49:55.542938","827"
"2023-08-23T12:49:56.744018","825"
"2023-08-23T12:49:57.987369","823"
"2023-08-23T12:49:59.217228","821"
"2023-08-23T12:50:00.441395","819"
"2023-08-23T12:50:01.694240","817"
"2023-08-23T12:50:02.932072","815"
"2023-08-23T12:50:04.168776","813"
"2023-08-23T12:50:05.491589","811"
"2023-08-23T12:50:06.714247","809"
"2023-08-23T12:50:07.936559","807"
"2023-08-23T12:50:09.169557","805"
"2023-08-23T12:50:10.384514","803"
"2023-08-23T12:50:11.615527","801"
"2023-08-23T12:50:12.849384","799"
"2023-08-23T12:50:14.068671","797"
"2023-08-23T12:50:15.308953","795"
"2023-08-23T12:50:16.673254","793"
"2023-08-23T12:50:17.966855","791"
"2023-08-23T12:50:19.189374","789"
"2023-08-23T12:50:20.412844","787"
"2023-08-23T12:50:21.612092","785"
"2023-08-23T12:50:22.860346","783"
"2023-08-23T12:50:24.087889","781"
"2023-08-23T12:50:25.320326","779"
"2023-08-23T12:50:26.565292","777"
"2023-08-23T12:50:27.802338","775"
"2023-08-23T12:50:29.103271","773"
"2023-08-23T12:50:30.315626","771"
"2023-08-23T12:50:31.533973","769"
"2023-08-23T12:50:32.755869","767"
"2023-08-23T12:50:33.979115","765"
"2023-08-23T12:50:35.242361","763"
"2023-08-23T12:50:36.520830","761"
"2023-08-23T12:50:37.752930","759"
"2023-08-23T12:50:38.986016","757"
"2023-08-23T12:50:40.214284","755"
"2023-08-23T12:50:41.433404","753"
"2023-08-23T12:50:42.682315","751"
"2023-08-23T12:50:43.927682","749"
"2023-08-23T12:50:45.146419","747"
"2023-08-23T12:50:46.382125","745"
"2023-08-23T12:50:47.745285","743"
"2023-08-23T12:50:48.984715","741"
"2023-08-23T12:50:50.223827","739"
"2023-08-23T12:50:51.463595","737"
"2023-08-23T12:50:52.704742","735"
"2023-08-23T12:50:53.948111","733"
"2023-08-23T12:50:55.181357","731"
"2023-08-23T12:50:56.453096","729"
"2023-08-23T12:50:57.673543","727"
"2023-08-23T12:50:58.884685","725"
"2023-08-23T12:51:00.123691","723"
"2023-08-23T12:51:01.344063","721"
"2023-08-23T12:51:02.559376","719"
"2023-08-23T12:51:03.778470","717"
"2023-08-23T12:51:05.010840","715"
"2023-08-23T12:51:06.238990","713"
"2023-08-23T12:51:07.475659","711"
"2023-08-23T12:51:08.706306","709"
"2023-08-23T12:51:09.947891","708"
"2023-08-23T12:51:11.199888","707"
"2023-08-23T12:51:12.427162","706"
"2023-08-23T12:51:13.651777","705"
"2023-08-23T12:51:14.907483","704"
"2023-08-23T12:51:16.145335","703"
"2023-08-23T12:51:17.356514","702"
"2023-08-23T12:51:18.591292","701"
"2023-08-23T12:51:19.826182","700"
"2023-08-23T12:51:21.072237","699"
"2023-08-23T12:51:22.286650","698"
"2023-08-23T12:51:23.491670","697"
"2023-08-23T12:51:24.683010","696"
"2023-08-23T12:51:25.964599","695"
"2023-08-23T12:51:27.220122","694"
"2023-08-23T12:51:28.437848","693"
"2023-08-23T12:51:29.659013","692"
"2023-08-23T12:51:30.891985","691"
"2023-08-23T12:51:32.105482","690"
"2023-08-23T12:51:33.336585","689"
"2023-08-23T12:51:34.574803","688"
"2023-08-23T12:51:35.790902","687"
"2023-08-23T12:51:37.002812","686"
"2023-08-23T12:51:38.239723","685"
"2023-08-23T12:51:39.476982","684"
"2023-08-23T12:51:40.674232","683"
"2023-08-23T12:51:41.868767","682"
"2023-08-23T12:51:43.060958","681"
"2023-08-23T12:51:44.259269","680"
"2023-08-23T12:51:45.465771","679"
"2023-08-23T12:51:46.773600","678"
"2023-08-23T12:51:47.979995","677"
"2023-08-23T12:51:49.204665","676"
"2023-08-23T12:51:50.423626","675"
"2023-08-23T12:57:51.647130","639"
"2023-08-23T12:57:52.825859","637"
"2023-08-23T12:57:54.016448","635"
"2023-08-23T12:57:55.215666","633"
"2023-08-23T12:57:56.414176","631"
"2023-08-23T12:57:57.590423","629"
"2023-08-23T12:57:58.805349","627"
"2023-08-23T12:58:00.004504","625"
"2023-08-23T12:58:01.213684","623"
"2023-08-23T12:58:02.404609","621"
"2023-08-23T12:58:03.593464","619"
"2023-08-23T12:58:04.792564","617"
"2023-08-23T12:58:06.009050","615"
"2023-08-23T12:58:07.201312","613"
"2023-08-23T12:58:08.392155","611"
"2023-08-23T12:58:09.604269","609"
"2023-08-23T12:58:10.812866","607"
"2023-08-23T12:58:12.024118","605"
"2023-08-23T12:58:13.228103","603"
"2023-08-23T12:58:14.442820","601"
"2023-08-23T12:58:15.627736","599"
"2023-08-23T12:58:16.813126","597"
"2023-08-23T12:58:18.022024","595"
"2023-08-23T12:58:19.214837","593"
"2023-08-23T12:58:20.434438","591"
"2023-08-23T12:58:21.651325","589"
"2023-08-23T12:58:22.824291","587"
"2023-08-23T12:58:24.012232","585"
"2023-08-23T12:58:25.216462","583"
"2023-08-23T12:58:26.410679","581"
"2023-08-23T12:58:27.587684","579"
"2023-08-23T12:58:28.766983","577"
"2023-08-23T12:58:29.978260","575"
"2023-08-23T12:58:31.168972","573"
"2023-08-23T12:58:32.361801","571"
"2023-08-23T12:58:33.549995","569"
"2023-08-23T12:58:34.757490","567"
"2023-08-23T12:58:35.949766","565"
"2023-08-23T12:58:37.142079","563"
"2023-08-23T12:58:38.391048","561"
"2023-08-23T12:58:39.587818","559"
"2023-08-23T12:58:40.778883","557"
"2023-08-23T12:58:42.026223","555"
"2023-08-23T12:58:43.246774","553"
"2023-08-23T12:58:44.490366","551"
"2023-08-23T12:58:45.726461","549"
"2023-08-23T12:58:46.940412","547"
"2023-08-23T12:58:48.196644","545"
"2023-08-23T12:58:49.426294","543"
"2023-08-23T12:58:50.713119","541"
"2023-08-23T12:58:51.980582","539"
"2023-08-23T12:58:53.233105","537"
"2023-08-23T12:58:54.473885","535"
"2023-08-23T12:58:55.712177","533"
"2023-08-23T12:58:56.961707","531"
"2023-08-23T12:58:58.185970","529"
"2023-08-23T12:58:59.407888","527"
"2023-08-23T12:59:00.633953","525"
"2023-08-23T12:59:01.837520","523"
"2023-08-23T12:59:03.040726","521"
"2023-08-23T12:59:04.238666","519"
"2023-08-23T12:59:05.427175","517"
"2023-08-23T12:59:06.692671","515"
"2023-08-23T12:59:07.898260","513"
"2023-08-23T12:59:09.077553","511"
"2023-08-23T12:59:10.270994","509"
"2023-08-23T12:59:11.499670","507"
"2023-08-23T12:59:12.693345","505"
"2023-08-23T12:59:13.888596","503"
"2023-08-23T12:59:15.089891","501"
"2023-08-23T12:59:16.289734","499"
"2023-08-23T12:59:17.510708","497"
"2023-08-23T12:59:18.734272","495"
"2023-08-23T12:59:19.952435","493"
"2023-08-23T12:59:21.154007","491"
"2023-08-23T12:59:22.338948","489"
"2023-08-23T12:59:23.539555","487"
"2023-08-23T12:59:24.757694","485"
"2023-08-23T12:59:25.956361","483"
"2023-08-23T12:59:27.177530","481"
"2023-08-23T12:59:28.375243","479"
"2023-08-23T12:59:29.576046","477"
"2023-08-23T12:59:30.778300","475"
"2023-08-23T12:59:31.966657","473"
"2023-08-23T12:59:33.164069","471"
"2023-08-23T12:59:34.385778","469"
"2023-08-23T12:59:35.594908","467"
"2023-08-23T12:59:36.790264","465"
"2023-08-23T12:59:37.989640","463"
"2023-08-23T12:59:39.198268","461"
"2023-08-23T12:59:40.414082","459"
"2023-08-23T12:59:41.576792","458"
"2023-08-23T12:59:42.772493","457"
"2023-08-23T12:59:43.980504","456"
"2023-08-23T12:59:45.165148","455"
"2023-08-23T12:59:46.351957","454"
"2023-08-23T12:59:47.612175","453"
"2023-08-23T12:59:48.837171","452"
"2023-08-23T12:59:50.037753","451"
"2023-08-23T12:59:51.224855","450"
"2023-08-23T12:59:52.401990","449"
"2023-08-23T12:59:53.601578","448"
"2023-08-23T12:59:54.783462","447"
"2023-08-23T12:59:55.965282","446"
"2023-08-23T12:59:57.140903","445"
"2023-08-23T12:59:58.338469","444"
"2023-08-23T12:59:59.524905","443"
"2023-08-23T13:00:00.739197","442"
"2023-08-23T13:00:01.930862","441"
"2023-08-23T13:00:03.120047","440"
"2023-08-23T13:00:04.310350","439"
"2023-08-23T13:00:05.500005","438"
"2023-08-23T13:00:06.725404","437"
"2023-08-23T13:00:07.916098","436"
"2023-08-23T13:00:09.102783","435"
"2023-08-23T13:00:10.292565","434"
"2023-08-23T13:00:11.497111","433"
"2023-08-23T13:00:12.701406","432"
"2023-08-23T13:00:13.874522","431"
"2023-08-23T13:00:15.076197","430"
"2023-08-23T13:00:16.265672","429"
"2023-08-23T13:00:17.451214","428"
"2023-08-23T13:00:18.668093","427"
"2023-08-23T13:00:19.849875","426"
"2023-08-23T13:00:21.040063","425"
"2023-08-23T13:06:22.243455","389"
"2023-08-23T13:06:23.443662","387"
"2023-08-23T13:06:24.640570","385"
"2023-08-23T13:06:25.797058","383"
"2023-08-23T13:06:26.987280","381"
"2023-08-23T13:06:28.195404","379"
"2023-08-23T13:06:29.379900","377"
"2023-08-23T13:06:30.589762","375"
"2023-08-23T13:06:31.780088","373"
"2023-08-23T13:06:32.960165","371"
"2023-08-23T13:06:34.164900","369"
"2023-08-23T13:06:35.345088","367"
"2023-08-23T13:06:36.549636","365"
"2023-08-23T13:06:37.734616","363"
"2023-08-23T13:06:38.937266","361"
"2023-08-23T13:06:40.122402","359"
"2023-08-23T13:06:41.338783","357"
"2023-08-23T13:06:42.545483","355"
"2023-08-23T13:06:43.735129","353"
"2023-08-23T13:06:44.915194","351"
"2023-08-23T13:06:46.120350","349"
"2023-08-23T13:06:47.297821","347"
"2023-08-23T13:06:48.477499","345"
"2023-08-23T13:06:49.686881","343"
"2023-08-23T13:06:50.871306","341"
"2023-08-23T13:06:52.063561","339"
"2023-08-23T13:06:53.254963","337"
"2023-08-23T13:06:54.442397","335"
"2023-08-23T13:06:55.628217","333"
"2023-08-23T13:06:56.824521","331"
"2023-08-23T13:06:58.017604","329"
"2023-08-23T13:06:59.235046","327"
"2023-08-23T13:07:00.399572","325"
"2023-08-23T13:07:01.595473","323"
"2023-08-23T13:07:02.787505","321"
"2023-08-23T13:07:03.962737","319"
"2023-08-23T13:07:05.141355","317"
"2023-08-23T13:07:06.318806","315"
"2023-08-23T13:07:07.513395","313"
"2023-08-23T13:07:08.709057","311"
"2023-08-23T13:07:09.880238","309"
"2023-08-23T13:07:11.062393","307"
"2023-08-23T13:07:12.258335","305"
"2023-08-23T13:07:13.464750","303"
"2023-08-23T13:07:14.634512","301"
"2023-08-23T13:07:15.817624","299"
"2023-08-23T13:07:16.999673","297"
"2023-08-23T13:07:18.195143","295"
"2023-08-23T13:07:19.388662","293"
"2023-08-23T13:07:20.568240","291"
"2023-08-23T13:07:21.754582","289"
"2023-08-23T13:07:22.940856","287"
"2023-08-23T13:07:24.126284","285"
"2023-08-23T13:07:25.304846","283"
"2023-08-23T13:07:26.483163","281"
"2023-08-23T13:07:27.679100","279"
"2023-08-23T13:07:28.851224","277"
"2023-08-23T13:07:30.088867","275"
"2023-08-23T13:07:31.252432","273"
"2023-08-23T13:07:32.431971","271"
"2023-08-23T13:07:33.614694","269"
"2023-08-23T13:07:34.801507","267"
"2023-08-23T13:07:35.983749","265"
"2023-08-23T13:07:37.161295","263"
"2023-08-23T13:07:38.348407","261"
"2023-08-23T13:07:39.559296","259"
"2023-08-23T13:07:40.752301","257"
"2023-08-23T13:07:41.952131","255"
"2023-08-23T13:07:43.128340","253"
"2023-08-23T13:07:44.306381","251"
"2023-08-23T13:07:45.498959","249"
"2023-08-23T13:07:46.792902","247"
"2023-08-23T13:07:47.997652","245"
"2023-08-23T13:07:49.186122","243"
"2023-08-23T13:07:50.350913","241"
"2023-08-23T13:07:51.566443","239"
"2023-08-23T13:07:52.755302","237"
"2023-08-23T13:07:53.959630","235"
"2023-08-23T13:07:55.119860","233"
"2023-08-23T13:07:56.322243","231"
"2023-08-23T13:07:57.516785","229"
"2023-08-23T13:07:58.704654","227"
"2023-08-23T13:07:59.874491","225"
"2023-08-23T13:08:01.095700","223"
"2023-08-23T13:08:02.287346","221"
"2023-08-23T13:08:03.448998","219"
"2023-08-23T13:08:04.646956","217"
"2023-08-23T13:08:05.827581","215"
"2023-08-23T13:08:06.996704","213"
"2023-08-23T13:08:08.175100","211"
"2023-08-23T13:08:09.342837","209"
"2023-08-23T13:08:10.524582","208"
"2023-08-23T13:08:11.706169","207"
"2023-08-23T13:08:12.884523","206"
"2023-08-23T13:08:14.058087","205"
"2023-08-23T13:08:15.242992","204"
"2023-08-23T13:08:16.571611","203"
"2023-08-23T13:08:17.804938","202"
"2023-08-23T13:08:18.996435","201"
"2023-08-23T13:08:20.156325","200"
"2023-08-23T13:08:21.331326","199"
"2023-08-23T13:08:22.519452","198"
"2023-08-23T13:08:23.711167","197"
"2023-08-23T13:08:24.886774","196"
"2023-08-23T13:08:26.045546","195"
"2023-08-23T13:08:27.217445","194"
"2023-08-23T13:08:28.402447","193"
"2023-08-23T13:08:29.594956","192"
"2023-08-23T13:08:30.777812","191"
"2023-08-23T13:08:31.972550","190"
"2023-08-23T13:08:33.135901","189"
"2023-08-23T13:08:34.309119","188"
"2023-08-23T13:08:35.503281","187"
"2023-08-23T13:08:36.674564","186"
"2023-08-23T13:08:37.871512","185"
"2023-08-23T13:08:39.068269","184"
"2023-08-23T13:08:40.255692","183"
"2023-08-23T13:08:41.425390","182"
"2023-08-23T13:08:42.603904","181"
"2023-08-23T13:08:43.786810","180"
"2023-08-23T13:08:44.953228","179"
"2023-08-23T13:08:46.137355","178"
"2023-08-23T13:08:47.331625","177"
"2023-08-23T13:08:48.529103","176"
"2023-08-23T13:08:49.692831","175"
"2023-08-23T13:14:50.909895","139"
"2023-08-23T13:14:52.165654","137"
"2023-08-23T13:14:53.390567","135"
"2023-08-23T13:14:54.602682","133"
"2023-08-23T13:14:55.791343","131"
"2023-08-23T13:14:56.978699","129"
"2023-08-23T13:14:58.166852","127"
"2023-08-23T13:14:59.388061","125"
"2023-08-23T13:15:00.554013","123"
"2023-08-23T13:15:01.721955","121"
"2023-08-23T13:15:02.889496","119"
"2023-08-23T13:15:04.078602","117"
"2023-08-23T13:15:05.265957","115"
"2023-08-23T13:15:06.437562","113"
"2023-08-23T13:15:07.615561","111"
"2023-08-23T13:15:08.786655","109"
"2023-08-23T13:15:09.968633","107"
"2023-08-23T13:15:11.153324","105"
"2023-08-23T13:15:12.330438","103"
"2023-08-23T13:15:13.519681","101"
"2023-08-23T13:15:14.716920","99"
"2023-08-23T13:15:15.883729","97"
"2023-08-23T13:15:17.065040","95"
"2023-08-23T13:15:18.249755","93"
"2023-08-23T13:15:19.424274","91"
"2023-08-23T13:15:20.627127","89"
"2023-08-23T13:15:21.836317","87"
"2023-08-23T13:15:23.012697","85"
"2023-08-23T13:15:24.188915","83"
"2023-08-23T13:15:25.361270","81"
"2023-08-23T13:15:26.526248","79"
"2023-08-23T13:15:27.688617","77"
"2023-08-23T13:15:28.858752","75"
"2023-08-23T13:15:30.027718","73"
"2023-08-23T13:15:31.211487","71"
"2023-08-23T13:15:32.385818","69"
"2023-08-23T13:15:33.558987","67"
"2023-08-23T13:15:34.722954","65"
"2023-08-23T13:15:35.886501","63"
"2023-08-23T13:15:37.073536","61"
"2023-08-23T13:15:38.246487","59"
"2023-08-23T13:15:39.426742","57"
"2023-08-23T13:15:40.612140","55"
"2023-08-23T13:15:41.789643","53"
"2023-08-23T13:15:43.002909","51"
"2023-08-23T13:15:44.188814","49"
"2023-08-23T13:15:45.343863","47"
"2023-08-23T13:15:46.626072","45"
"2023-08-23T13:15:47.799217","43"
"2023-08-23T13:15:48.958443","41"
"2023-08-23T13:15:50.156446","39"
"2023-08-23T13:15:51.329534","37"
"2023-08-23T13:15:52.520446","35"
"2023-08-23T13:15:53.682393","33"
"2023-08-23T13:15:54.877173","31"
"2023-08-23T13:15:56.029462","29"
"2023-08-23T13:15:57.207765","27"
"2023-08-23T13:15:58.385096","25"
"2023-08-23T13:15:59.546310","23"
"2023-08-23T13:16:00.739828","21"
"2023-08-23T13:16:01.903","20"
"2023-08-23T13:16:03.113416","17"
"2023-08-23T13:16:04.267304","15"
"2023-08-23T13:16:05.420185","13"
"2023-08-23T13:16:06.608651","11"
"2023-08-23T13:16:07.771209","9"
"2023-08-23T13:16:08.952986","7"
"2023-08-23T13:16:10.117441","5"
"2023-08-23T13:16:11.292801","3"
"2023-08-23T13:16:12.464746","1"
"2023-08-23T13:16:13.629274","999"
"2023-08-23T13:16:14.802584","997"
"2023-08-23T13:16:15.983701","995"
"2023-08-23T13:16:17.144856","993"
"2023-08-23T13:16:18.333993","991"
"2023-08-23T13:16:19.499969","989"
"2023-08-23T13:16:20.683731","987"
"2023-08-23T13:16:21.836229","985"
"2023-08-23T13:16:22.994242","983"
"2023-08-23T13:16:24.165485","981"
"2023-08-23T13:16:25.341609","979"
"2023-08-23T13:16:26.522944","977"
"2023-08-23T13:16:27.718227","975"
"2023-08-23T13:16:28.880019","973"
"2023-08-23T13:16:30.062820","971"
"2023-08-23T13:16:31.216689","969"
"2023-08-23T13:16:32.395945","967"
"2023-08-23T13:16:33.566026","965"
"2023-08-23T13:16:34.750180","963"
"2023-08-23T13:16:35.932244","961"
"2023-08-23T13:16:37.098451","959"
"2023-08-23T13:16:38.263025","958"
"2023-08-23T13:16:39.474406","957"
"2023-08-23T13:16:40.640058","956"
"2023-08-23T13:16:41.806692","955"
"2023-08-23T13:16:42.988928","954"
"2023-08-23T13:16:44.165313","953"
"2023-08-23T13:16:45.338938","952"
"2023-08-23T13:16:46.678547","951"
"2023-08-23T13:16:47.830201","950"
"2023-08-23T13:16:48.999052","949"
"2023-08-23T13:16:50.147720","948"
"2023-08-23T13:16:51.340067","947"
"2023-08-23T13:16:52.517845","946"
"2023-08-23T13:16:53.675283","945"
"2023-08-23T13:16:54.846550","944"
"2023-08-23T13:16:56.009212","943"
"2023-08-23T13:16:57.172519","942"
"2023-08-23T13:16:58.329225","941"
"2023-08-23T13:16:59.494569","940"
"2023-08-23T13:17:00.656480","939"
"2023-08-23T13:17:01.819295","938"
"2023-08-23T13:17:02.987502","937"
"2023-08-23T13:17:04.157251","936"
"2023-08-23T13:17:05.345278","935"
"2023-08-23T13:17:06.501064","934"
"2023-08-23T13:17:07.671050","933"
"2023-08-23T13:17:08.825655","932"
"2023-08-23T13:17:09.985921","931"
"2023-08-23T13:17:11.159920","930"
"2023-08-23T13:17:12.327692","929"
"2023-08-23T13:17:13.489267","928"
"2023-08-23T13:17:14.650043","927"
"2023-08-23T13:17:15.796933","926"
"2023-08-23T13:17:16.945498","925"
"2023-08-23T13:23:18.163160","924"
"2023-08-23T13:23:19.338575","923"
"2023-08-23T13:23:20.507106","922"
"2023-08-23T13:23:21.674950","921"
"2023-08-23T13:23:22.869834","920"
"2023-08-23T13:23:24.064128","919"
"2023-08-23T13:23:25.249774","918"
"2023-08-23T13:23:26.434251","917"
"2023-08-23T13:23:27.616744","916"
"2023-08-23T13:23:28.804397","915"
"2023-08-23T13:23:30.016791","914"
"2023-08-23T13:23:31.189478","913"
"2023-08-23T13:23:32.382384","912"
"2023-08-23T13:23:33.577451","911"
"2023-08-23T13:23:34.744271","910"
"2023-08-23T13:23:35.910007","909"
"2023-08-23T13:23:37.102880","908"
"2023-08-23T13:23:38.274482","907"
"2023-08-23T13:23:39.469898","906"
"2023-08-23T13:23:40.649755","905"
"2023-08-23T13:23:41.829305","904"
"2023-08-23T13:23:42.997547","903"
"2023-08-23T13:23:44.200746","902"
"2023-08-23T13:23:45.356773","901"
"2023-08-23T13:23:46.739897","900"
"2023-08-23T13:23:47.904019","899"
"2023-08-23T13:23:49.088877","898"
"2023-08-23T13:23:50.268107","897"
"2023-08-23T13:23:51.467323","896"
"2023-08-23T13:23:52.654412","895"
"2023-08-23T13:23:53.833503","894"
"2023-08-23T13:23:55.007345","893"
"2023-08-23T13:23:56.202359","892"
"2023-08-23T13:23:57.380805","891"
"2023-08-23T13:23:58.568415","890"
"2023-08-23T13:23:59.729795","889"
"2023-08-23T13:24:00.928159","888"
"2023-08-23T13:24:02.098778","887"
"2023-08-23T13:24:03.361064","886"
"2023-08-23T13:24:04.544412","885"
"2023-08-23T13:24:05.737830","884"
"2023-08-23T13:24:06.921105","883"
"2023-08-23T13:24:08.094050","882"
"2023-08-23T13:24:09.287745","881"
"2023-08-23T13:24:10.466983","880"
"2023-08-23T13:24:11.698444","879"
"2023-08-23T13:24:12.890446","878"
"2023-08-23T13:24:14.069048","877"
"2023-08-23T13:24:15.245451","876"
"2023-08-23T13:24:16.538980","875"
"2023-08-23T13:24:17.717458","874"
"2023-08-23T13:24:18.915145","873"
"2023-08-23T13:24:20.086807","872"
"2023-08-23T13:24:21.265924","871"
"2023-08-23T13:24:22.429256","870"
"2023-08-23T13:24:23.613396","869"
"2023-08-23T13:24:24.817518","868"
"2023-08-23T13:24:25.986849","867"
"2023-08-23T13:24:27.147229","866"
"2023-08-23T13:24:28.325170","865"
"2023-08-23T13:24:29.498349","864"
"2023-08-23T13:24:30.680202","863"
"2023-08-23T13:24:31.842460","862"
"2023-08-23T13:24:33.042906","861"
"2023-08-23T13:24:34.224116","860"
"2023-08-23T13:24:35.386043","859"
"2023-08-23T13:24:36.555837","858"
"2023-08-23T13:24:37.737230","857"
"2023-08-23T13:24:38.922895","856"
"2023-08-23T13:24:40.074871","855"
"2023-08-23T13:24:41.250312","854"
"2023-08-23T13:24:42.433584","853"
"2023-08-23T13:24:43.630406","852"
