"Timestamp","Queue Difference Metric"
"2023-08-23T12:41:21.755363","170"
"2023-08-23T12:41:22.976596","167"
"2023-08-23T12:41:24.201121","164"
"2023-08-23T12:41:25.435616","161"
"2023-08-23T12:41:26.656901","158"
"2023-08-23T12:41:27.876392","155"
"2023-08-23T12:41:29.105476","152"
"2023-08-23T12:41:30.342676","149"
"2023-08-23T12:41:31.571435","146"
"2023-08-23T12:41:32.782882","143"
"2023-08-23T12:41:33.999439","140"
"2023-08-23T12:41:35.247138","137"
"2023-08-23T12:41:36.452790","134"
"2023-08-23T12:41:37.659893","131"
"2023-08-23T12:41:38.938778","128"
"2023-08-23T12:41:40.164014","125"
"2023-08-23T12:41:41.384364","122"
"2023-08-23T12:41:42.595115","119"
"2023-08-23T12:41:43.807729","116"
"2023-08-23T12:41:45.031395","113"
"2023-08-23T12:41:46.244142","110"
"2023-08-23T12:41:47.475576","107"
"2023-08-23T12:41:48.699092","104"
"2023-08-23T12:41:49.940975","101"
"2023-08-23T12:41:51.177255","98"
"2023-08-23T12:41:52.416742","95"
"2023-08-23T12:41:53.627137","92"
"2023-08-23T12:41:54.860188","89"
"2023-08-23T12:41:56.089979","86"
"2023-08-23T12:41:57.320785","83"
"2023-08-23T12:41:58.548597","80"
"2023-08-23T12:41:59.832721","77"
"2023-08-23T12:42:01.052554","74"
"2023-08-23T12:42:02.243680","71"
"2023-08-23T12:42:03.463349","68"
"2023-08-23T12:42:04.685643","65"
"2023-08-23T12:42:05.889969","62"
"2023-08-23T12:42:07.095607","59"
"2023-08-23T12:42:08.341166","56"
"2023-08-23T12:42:09.604403","53"
"2023-08-23T12:42:10.815365","50"
"2023-08-23T12:42:12.023528","47"
"2023-08-23T12:42:13.255396","44"
"2023-08-23T12:42:14.480750","41"
"2023-08-23T12:42:15.686332","38"
"2023-08-23T12:42:16.914266","35"
"2023-08-23T12:42:18.122672","32"
"2023-08-23T12:42:19.338045","29"
"2023-08-23T12:42:20.563880","26"
"2023-08-23T12:42:21.790879","23"
"2023-08-23T12:42:23.012832","20"
"2023-08-23T12:42:24.218221","17"
"2023-08-23T12:42:25.422788","14"
"2023-08-23T12:42:26.664683","11"
"2023-08-23T12:42:27.874473","8"
"2023-08-23T12:42:29.097271","5"
"2023-08-23T12:42:30.324375","2"
"2023-08-23T12:42:31.535065","999"
"2023-08-23T12:42:32.744401","996"
"2023-08-23T12:48:33.998742","924"
"2023-08-23T12:48:35.233227","923"
"2023-08-23T12:48:36.454525","922"
"2023-08-23T12:48:37.679950","921"
"2023-08-23T12:48:38.931463","920"
"2023-08-23T12:48:40.179367","919"
"2023-08-23T12:48:41.437849","918"
"2023-08-23T12:48:42.679102","917"
"2023-08-23T12:48:43.934931","916"
"2023-08-23T12:48:45.186635","915"
"2023-08-23T12:48:46.563310","914"
"2023-08-23T12:48:47.876283","913"
"2023-08-23T12:48:49.134268","912"
"2023-08-23T12:48:50.379753","911"
"2023-08-23T12:48:51.634338","910"
"2023-08-23T12:48:52.860962","909"
"2023-08-23T12:48:54.100019","908"
"2023-08-23T12:48:55.348748","907"
"2023-08-23T12:48:56.587084","906"
"2023-08-23T12:48:57.837122","905"
"2023-08-23T12:48:59.105346","904"
"2023-08-23T12:49:00.337176","903"
"2023-08-23T12:49:01.568317","902"
"2023-08-23T12:49:02.832124","901"
"2023-08-23T12:49:04.106084","900"
"2023-08-23T12:49:05.332831","899"
"2023-08-23T12:49:06.578192","898"
"2023-08-23T12:49:07.823480","897"
"2023-08-23T12:49:09.047394","896"
"2023-08-23T12:49:10.289186","895"
"2023-08-23T12:49:11.550876","894"
"2023-08-23T12:49:12.783626","893"
"2023-08-23T12:49:14.043285","892"
"2023-08-23T12:49:15.296721","891"
"2023-08-23T12:49:16.625618","890"
"2023-08-23T12:49:17.885831","888"
"2023-08-23T12:49:19.122487","886"
"2023-08-23T12:49:20.373967","884"
"2023-08-23T12:49:21.683274","882"
"2023-08-23T12:49:22.911087","880"
"2023-08-23T12:49:24.144104","878"
"2023-08-23T12:49:25.388651","876"
"2023-08-23T12:49:26.644139","874"
"2023-08-23T12:49:27.881227","872"
"2023-08-23T12:49:29.128790","870"
"2023-08-23T12:49:30.361586","868"
"2023-08-23T12:49:31.601779","866"
"2023-08-23T12:49:32.847802","864"
"2023-08-23T12:49:34.126992","862"
"2023-08-23T12:49:35.349815","860"
"2023-08-23T12:49:36.577479","858"
"2023-08-23T12:49:37.815908","856"
"2023-08-23T12:49:39.065927","854"
"2023-08-23T12:49:40.306782","852"
"2023-08-23T12:49:41.544776","850"
"2023-08-23T12:49:42.804617","848"
"2023-08-23T12:49:44.070328","846"
"2023-08-23T12:49:45.310325","844"
"2023-08-23T12:49:46.639731","842"
"2023-08-23T12:49:47.888154","840"
"2023-08-23T12:49:49.111431","838"
"2023-08-23T12:49:50.360613","836"
"2023-08-23T12:49:51.614570","834"
"2023-08-23T12:49:52.876440","832"
"2023-08-23T12:49:54.117614","830"
"2023-08-23T12:49:55.346127","828"
"2023-08-23T12:49:56.567847","826"
"2023-08-23T12:49:57.807635","824"
"2023-08-23T12:49:59.037735","822"
"2023-08-23T12:50:00.279891","820"
"2023-08-23T12:50:01.494950","818"
"2023-08-23T12:50:02.744288","816"
"2023-08-23T12:50:03.989551","814"
"2023-08-23T12:50:05.255312","812"
"2023-08-23T12:50:06.498410","810"
"2023-08-23T12:50:07.739406","808"
"2023-08-23T12:50:08.974765","806"
"2023-08-23T12:50:10.228558","804"
"2023-08-23T12:50:11.431688","802"
"2023-08-23T12:50:12.659700","800"
"2023-08-23T12:50:13.888279","798"
"2023-08-23T12:50:15.091548","796"
"2023-08-23T12:50:16.315181","794"
"2023-08-23T12:50:17.531662","792"
"2023-08-23T12:50:18.750497","790"
"2023-08-23T12:50:19.985206","788"
"2023-08-23T12:50:21.211836","786"
"2023-08-23T12:50:22.432003","784"
"2023-08-23T12:50:23.670525","782"
"2023-08-23T12:50:24.913073","780"
"2023-08-23T12:50:26.150953","778"
"2023-08-23T12:50:27.398920","776"
"2023-08-23T12:50:28.644441","774"
"2023-08-23T12:50:29.900620","772"
"2023-08-23T12:50:31.173358","770"
"2023-08-23T12:50:32.422775","768"
"2023-08-23T12:50:33.676045","766"
"2023-08-23T12:50:34.912211","764"
"2023-08-23T12:50:36.141333","762"
"2023-08-23T12:50:37.409187","760"
"2023-08-23T12:50:38.646497","758"
"2023-08-23T12:50:39.873832","756"
"2023-08-23T12:50:41.146132","754"
"2023-08-23T12:50:42.367092","752"
"2023-08-23T12:50:43.605135","750"
"2023-08-23T12:50:44.836528","748"
"2023-08-23T12:50:46.065578","746"
"2023-08-23T12:50:47.302513","744"
"2023-08-23T12:50:48.530341","742"
"2023-08-23T12:50:49.774196","740"
"2023-08-23T12:50:51.015345","738"
"2023-08-23T12:50:52.271694","736"
"2023-08-23T12:50:53.505230","734"
"2023-08-23T12:50:54.762608","732"
"2023-08-23T12:50:56.002479","730"
"2023-08-23T12:50:57.242765","728"
"2023-08-23T12:50:58.483281","726"
"2023-08-23T12:50:59.741209","724"
"2023-08-23T12:51:01.012077","722"
"2023-08-23T12:51:02.261636","720"
"2023-08-23T12:51:03.499514","718"
"2023-08-23T12:51:04.749745","716"
"2023-08-23T12:51:06.011107","714"
"2023-08-23T12:51:07.246870","712"
"2023-08-23T12:51:08.495027","710"
"2023-08-23T12:57:09.735649","674"
"2023-08-23T12:57:10.972538","673"
"2023-08-23T12:57:12.162742","672"
"2023-08-23T12:57:13.362079","671"
"2023-08-23T12:57:14.586060","670"
"2023-08-23T12:57:15.787129","669"
"2023-08-23T12:57:16.987633","668"
"2023-08-23T12:57:18.182985","667"
"2023-08-23T12:57:19.378201","666"
"2023-08-23T12:57:20.565102","665"
"2023-08-23T12:57:21.770471","664"
"2023-08-23T12:57:22.966126","663"
"2023-08-23T12:57:24.163814","662"
"2023-08-23T12:57:25.446195","661"
"2023-08-23T12:57:26.646113","660"
"2023-08-23T12:57:27.830091","659"
"2023-08-23T12:57:29.007210","658"
"2023-08-23T12:57:30.242209","657"
"2023-08-23T12:57:31.443305","656"
"2023-08-23T12:57:32.664276","655"
"2023-08-23T12:57:33.859517","654"
"2023-08-23T12:57:35.057401","653"
"2023-08-23T12:57:36.251333","652"
"2023-08-23T12:57:37.473463","651"
"2023-08-23T12:57:38.676019","650"
"2023-08-23T12:57:39.874885","649"
"2023-08-23T12:57:41.071024","648"
"2023-08-23T12:57:42.262972","647"
"2023-08-23T12:57:43.449959","646"
"2023-08-23T12:57:44.649501","645"
"2023-08-23T12:57:45.842236","644"
"2023-08-23T12:57:47.042364","643"
"2023-08-23T12:57:48.239372","642"
"2023-08-23T12:57:49.422689","641"
"2023-08-23T12:57:50.630755","640"
"2023-08-23T12:57:51.834729","638"
"2023-08-23T12:57:53.086086","636"
"2023-08-23T12:57:54.280039","635"
"2023-08-23T12:57:55.497356","632"
"2023-08-23T12:57:56.763848","630"
"2023-08-23T12:57:57.956518","628"
"2023-08-23T12:57:59.172738","626"
"2023-08-23T12:58:00.378464","624"
"2023-08-23T12:58:01.595199","622"
"2023-08-23T12:58:02.785526","620"
"2023-08-23T12:58:03.974425","618"
"2023-08-23T12:58:05.173263","616"
"2023-08-23T12:58:06.356117","614"
"2023-08-23T12:58:07.581275","612"
"2023-08-23T12:58:08.764870","610"
"2023-08-23T12:58:09.965869","608"
"2023-08-23T12:58:11.169057","606"
"2023-08-23T12:58:12.383447","604"
"2023-08-23T12:58:13.562700","602"
"2023-08-23T12:58:14.755315","600"
"2023-08-23T12:58:15.969021","598"
"2023-08-23T12:58:17.155128","596"
"2023-08-23T12:58:18.338944","594"
"2023-08-23T12:58:19.543184","592"
"2023-08-23T12:58:20.744065","590"
"2023-08-23T12:58:21.928341","588"
"2023-08-23T12:58:23.142825","586"
"2023-08-23T12:58:24.348588","585"
"2023-08-23T12:58:25.629160","582"
"2023-08-23T12:58:26.835815","580"
"2023-08-23T12:58:28.031262","578"
"2023-08-23T12:58:29.232793","576"
"2023-08-23T12:58:30.439673","574"
"2023-08-23T12:58:31.661945","572"
"2023-08-23T12:58:32.866470","570"
"2023-08-23T12:58:34.050414","568"
"2023-08-23T12:58:35.278336","566"
"2023-08-23T12:58:36.494672","564"
"2023-08-23T12:58:37.681514","562"
"2023-08-23T12:58:38.893511","560"
"2023-08-23T12:58:40.112511","558"
"2023-08-23T12:58:41.355167","556"
"2023-08-23T12:58:42.582972","554"
"2023-08-23T12:58:43.834096","552"
"2023-08-23T12:58:45.068063","550"
"2023-08-23T12:58:46.310530","548"
"2023-08-23T12:58:47.541833","546"
"2023-08-23T12:58:48.856217","544"
"2023-08-23T12:58:50.103732","542"
"2023-08-23T12:58:51.390100","540"
"2023-08-23T12:58:52.668104","538"
"2023-08-23T12:58:53.946006","536"
"2023-08-23T12:58:55.165189","534"
"2023-08-23T12:58:56.396510","532"
"2023-08-23T12:58:57.636666","530"
"2023-08-23T12:58:58.869581","528"
"2023-08-23T12:59:00.130173","526"
"2023-08-23T12:59:01.345269","524"
"2023-08-23T12:59:02.543641","522"
"2023-08-23T12:59:03.736195","520"
"2023-08-23T12:59:04.933563","518"
"2023-08-23T12:59:06.155960","516"
"2023-08-23T12:59:07.365667","514"
"2023-08-23T12:59:08.574612","512"
"2023-08-23T12:59:09.792805","510"
"2023-08-23T12:59:10.977121","508"
"2023-08-23T12:59:12.171500","506"
"2023-08-23T12:59:13.354952","504"
"2023-08-23T12:59:14.541271","502"
"2023-08-23T12:59:15.759218","500"
"2023-08-23T12:59:16.978128","498"
"2023-08-23T12:59:18.163958","496"
"2023-08-23T12:59:19.352239","494"
"2023-08-23T12:59:20.591508","492"
"2023-08-23T12:59:21.790919","490"
"2023-08-23T12:59:22.979052","488"
"2023-08-23T12:59:24.180834","486"
"2023-08-23T12:59:25.366170","484"
"2023-08-23T12:59:26.569863","482"
"2023-08-23T12:59:27.794372","480"
"2023-08-23T12:59:28.982968","478"
"2023-08-23T12:59:30.220591","476"
"2023-08-23T12:59:31.426115","474"
"2023-08-23T12:59:32.611380","472"
"2023-08-23T12:59:33.792116","470"
"2023-08-23T12:59:35.031214","468"
"2023-08-23T12:59:36.239285","466"
"2023-08-23T12:59:37.437104","464"
"2023-08-23T12:59:38.661075","462"
"2023-08-23T12:59:39.845930","460"
"2023-08-23T13:05:41.058663","424"
"2023-08-23T13:05:42.324884","423"
"2023-08-23T13:05:43.514437","422"
"2023-08-23T13:05:44.706464","421"
"2023-08-23T13:05:45.897591","420"
"2023-08-23T13:05:47.074273","419"
"2023-08-23T13:05:48.265292","418"
"2023-08-23T13:05:49.461691","417"
"2023-08-23T13:05:50.623298","416"
"2023-08-23T13:05:51.822818","415"
"2023-08-23T13:05:53.029156","414"
"2023-08-23T13:05:54.280276","413"
"2023-08-23T13:05:55.473284","412"
"2023-08-23T13:05:56.658112","411"
"2023-08-23T13:05:57.857673","410"
"2023-08-23T13:05:59.090960","409"
"2023-08-23T13:06:00.276240","408"
"2023-08-23T13:06:01.468875","407"
"2023-08-23T13:06:02.644721","406"
"2023-08-23T13:06:03.858789","405"
"2023-08-23T13:06:05.052190","404"
"2023-08-23T13:06:06.250943","403"
"2023-08-23T13:06:07.471865","402"
"2023-08-23T13:06:08.666601","401"
"2023-08-23T13:06:09.855428","400"
"2023-08-23T13:06:11.032635","399"
"2023-08-23T13:06:12.254377","398"
"2023-08-23T13:06:13.454725","397"
"2023-08-23T13:06:14.668412","396"
"2023-08-23T13:06:15.879528","395"
"2023-08-23T13:06:17.069024","394"
"2023-08-23T13:06:18.253241","393"
"2023-08-23T13:06:19.447692","392"
"2023-08-23T13:06:20.617455","391"
"2023-08-23T13:06:21.791826","390"
"2023-08-23T13:06:22.990893","388"
"2023-08-23T13:06:24.180294","386"
"2023-08-23T13:06:25.367309","384"
"2023-08-23T13:06:26.560280","382"
"2023-08-23T13:06:27.751435","380"
"2023-08-23T13:06:28.963431","378"
"2023-08-23T13:06:30.142244","376"
"2023-08-23T13:06:31.348745","374"
"2023-08-23T13:06:32.524673","372"
"2023-08-23T13:06:33.709206","370"
"2023-08-23T13:06:34.896372","368"
"2023-08-23T13:06:36.080849","366"
"2023-08-23T13:06:37.278187","364"
"2023-08-23T13:06:38.460877","362"
"2023-08-23T13:06:39.664538","360"
"2023-08-23T13:06:40.848055","358"
"2023-08-23T13:06:42.024863","356"
"2023-08-23T13:06:43.191645","354"
"2023-08-23T13:06:44.379667","352"
"2023-08-23T13:06:45.591090","350"
"2023-08-23T13:06:46.814415","348"
"2023-08-23T13:06:48.019145","346"
"2023-08-23T13:06:49.219862","344"
"2023-08-23T13:06:50.407505","342"
"2023-08-23T13:06:51.594949","340"
"2023-08-23T13:06:52.755508","338"
"2023-08-23T13:06:53.961595","336"
"2023-08-23T13:06:55.160304","334"
"2023-08-23T13:06:56.363278","332"
"2023-08-23T13:06:57.547609","330"
"2023-08-23T13:06:58.749215","328"
"2023-08-23T13:06:59.941238","326"
"2023-08-23T13:07:01.130764","324"
"2023-08-23T13:07:02.322620","322"
"2023-08-23T13:07:03.506168","320"
"2023-08-23T13:07:04.675667","318"
"2023-08-23T13:07:05.850319","316"
"2023-08-23T13:07:07.016356","314"
"2023-08-23T13:07:08.230342","312"
"2023-08-23T13:07:09.465551","310"
"2023-08-23T13:07:10.654396","308"
"2023-08-23T13:07:11.883477","306"
"2023-08-23T13:07:13.035605","304"
"2023-08-23T13:07:14.220919","302"
"2023-08-23T13:07:15.410236","300"
"2023-08-23T13:07:16.719474","298"
"2023-08-23T13:07:17.920055","296"
"2023-08-23T13:07:19.116224","294"
"2023-08-23T13:07:20.303288","292"
"2023-08-23T13:07:21.491034","290"
"2023-08-23T13:07:22.676307","288"
"2023-08-23T13:07:23.875363","286"
"2023-08-23T13:07:25.050094","284"
"2023-08-23T13:07:26.236883","282"
"2023-08-23T13:07:27.422498","280"
"2023-08-23T13:07:28.613243","278"
"2023-08-23T13:07:29.797379","276"
"2023-08-23T13:07:30.951062","274"
"2023-08-23T13:07:32.137008","272"
"2023-08-23T13:07:33.310738","270"
"2023-08-23T13:07:34.499512","268"
"2023-08-23T13:07:35.671451","266"
"2023-08-23T13:07:36.852983","264"
"2023-08-23T13:07:38.041275","262"
"2023-08-23T13:07:39.204637","260"
"2023-08-23T13:07:40.386192","258"
"2023-08-23T13:07:41.593069","256"
"2023-08-23T13:07:42.777657","254"
"2023-08-23T13:07:43.955669","252"
"2023-08-23T13:07:45.144787","250"
"2023-08-23T13:07:46.351300","248"
"2023-08-23T13:07:47.552503","246"
"2023-08-23T13:07:48.746693","244"
"2023-08-23T13:07:49.932500","242"
"2023-08-23T13:07:51.118640","240"
"2023-08-23T13:07:52.311083","238"
"2023-08-23T13:07:53.508471","236"
"2023-08-23T13:07:54.704923","234"
"2023-08-23T13:07:55.875437","232"
"2023-08-23T13:07:57.077790","230"
"2023-08-23T13:07:58.257082","228"
"2023-08-23T13:07:59.445321","226"
"2023-08-23T13:08:00.609945","224"
"2023-08-23T13:08:01.786522","222"
"2023-08-23T13:08:02.950826","220"
"2023-08-23T13:08:04.122028","218"
"2023-08-23T13:08:05.308099","216"
"2023-08-23T13:08:06.500691","214"
"2023-08-23T13:08:07.685556","212"
"2023-08-23T13:08:08.837067","210"
"2023-08-23T13:14:10.059978","174"
"2023-08-23T13:14:11.263062","173"
"2023-08-23T13:14:12.467526","172"
"2023-08-23T13:14:13.649228","171"
"2023-08-23T13:14:14.844056","170"
"2023-08-23T13:14:16.052882","169"
"2023-08-23T13:14:17.288482","168"
"2023-08-23T13:14:18.494314","167"
"2023-08-23T13:14:19.686767","166"
"2023-08-23T13:14:20.866743","165"
"2023-08-23T13:14:22.096250","164"
"2023-08-23T13:14:23.290034","163"
"2023-08-23T13:14:24.476103","162"
"2023-08-23T13:14:25.666807","161"
"2023-08-23T13:14:26.868581","160"
"2023-08-23T13:14:28.048345","159"
"2023-08-23T13:14:29.228176","158"
"2023-08-23T13:14:30.424564","157"
"2023-08-23T13:14:31.618183","156"
"2023-08-23T13:14:32.814155","155"
"2023-08-23T13:14:33.999285","154"
"2023-08-23T13:14:35.188438","153"
"2023-08-23T13:14:36.367038","152"
"2023-08-23T13:14:37.617581","151"
"2023-08-23T13:14:38.793104","150"
"2023-08-23T13:14:39.995037","149"
"2023-08-23T13:14:41.184377","148"
"2023-08-23T13:14:42.393011","147"
"2023-08-23T13:14:43.588954","146"
"2023-08-23T13:14:44.775185","145"
"2023-08-23T13:14:45.970353","144"
"2023-08-23T13:14:47.178654","143"
"2023-08-23T13:14:48.389916","142"
"2023-08-23T13:14:49.587384","141"
"2023-08-23T13:14:50.785487","140"
"2023-08-23T13:14:51.968146","138"
"2023-08-23T13:14:53.185418","136"
"2023-08-23T13:14:54.376816","134"
"2023-08-23T13:14:55.570722","132"
"2023-08-23T13:14:56.772382","130"
"2023-08-23T13:14:57.986096","128"
"2023-08-23T13:14:59.169469","126"
"2023-08-23T13:15:00.338550","124"
"2023-08-23T13:15:01.510150","122"
"2023-08-23T13:15:02.681811","120"
"2023-08-23T13:15:03.855520","118"
"2023-08-23T13:15:05.016123","116"
"2023-08-23T13:15:06.191290","114"
"2023-08-23T13:15:07.368639","112"
"2023-08-23T13:15:08.548765","110"
"2023-08-23T13:15:09.712574","108"
"2023-08-23T13:15:10.869158","106"
"2023-08-23T13:15:12.067007","104"
"2023-08-23T13:15:13.254921","102"
"2023-08-23T13:15:14.438332","100"
"2023-08-23T13:15:15.609879","98"
"2023-08-23T13:15:16.766954","96"
"2023-08-23T13:15:17.939416","94"
"2023-08-23T13:15:19.112786","92"
"2023-08-23T13:15:20.272642","90"
"2023-08-23T13:15:21.463896","88"
"2023-08-23T13:15:22.621307","86"
"2023-08-23T13:15:23.791936","84"
"2023-08-23T13:15:24.961202","82"
"2023-08-23T13:15:26.112183","80"
"2023-08-23T13:15:27.288039","78"
"2023-08-23T13:15:28.451849","76"
"2023-08-23T13:15:29.636169","74"
"2023-08-23T13:15:30.826936","72"
"2023-08-23T13:15:32.022460","70"
"2023-08-23T13:15:33.188483","68"
"2023-08-23T13:15:34.379051","66"
"2023-08-23T13:15:35.556201","64"
"2023-08-23T13:15:36.721123","62"
"2023-08-23T13:15:37.887417","60"
"2023-08-23T13:15:39.064125","58"
"2023-08-23T13:15:40.220187","56"
"2023-08-23T13:15:41.405091","54"
"2023-08-23T13:15:42.567248","52"
"2023-08-23T13:15:43.733731","50"
"2023-08-23T13:15:44.903400","48"
"2023-08-23T13:15:46.068290","46"
"2023-08-23T13:15:47.262031","44"
"2023-08-23T13:15:48.446436","42"
"2023-08-23T13:15:49.640602","40"
"2023-08-23T13:15:50.822118","38"
"2023-08-23T13:15:51.988598","36"
"2023-08-23T13:15:53.158575","34"
"2023-08-23T13:15:54.420272","32"
"2023-08-23T13:15:55.585168","30"
"2023-08-23T13:15:56.765519","28"
"2023-08-23T13:15:57.932236","26"
"2023-08-23T13:15:59.110091","24"
"2023-08-23T13:16:00.270115","22"
"2023-08-23T13:16:01.439819","20"
"2023-08-23T13:16:02.610971","18"
"2023-08-23T13:16:03.773481","16"
"2023-08-23T13:16:04.987281","14"
"2023-08-23T13:16:06.164118","12"
"2023-08-23T13:16:07.342807","10"
"2023-08-23T13:16:08.525973","8"
"2023-08-23T13:16:09.705450","6"
"2023-08-23T13:16:10.879203","4"
"2023-08-23T13:16:12.055068","2"
"2023-08-23T13:16:13.227920","0"
"2023-08-23T13:16:14.385063","998"
"2023-08-23T13:16:15.548272","996"
"2023-08-23T13:16:16.759158","994"
"2023-08-23T13:16:17.921265","992"
"2023-08-23T13:16:19.068056","990"
"2023-08-23T13:16:20.243655","988"
"2023-08-23T13:16:21.422709","986"
"2023-08-23T13:16:22.589125","984"
"2023-08-23T13:16:23.747175","982"
"2023-08-23T13:16:24.918989","980"
"2023-08-23T13:16:26.084323","978"
"2023-08-23T13:16:27.251358","976"
"2023-08-23T13:16:28.436402","974"
"2023-08-23T13:16:29.592949","972"
"2023-08-23T13:16:30.754834","970"
"2023-08-23T13:16:31.921234","968"
"2023-08-23T13:16:33.096893","966"
"2023-08-23T13:16:34.238696","964"
"2023-08-23T13:16:35.404305","962"
