@relation merged_dataset

@attribute Timestamp {2023-08-23T12:40:41.092405,2023-08-23T12:40:42.943495,2023-08-23T12:40:44.200191,2023-08-23T12:40:45.524588,2023-08-23T12:40:46.963871,2023-08-23T12:40:48.366540,2023-08-23T12:40:49.758103,2023-08-23T12:40:51.126216,2023-08-23T12:40:52.364203,2023-08-23T12:40:53.623668,2023-08-23T12:40:54.953372,2023-08-23T12:40:56.215080,2023-08-23T12:40:57.485388,2023-08-23T12:40:58.763786,2023-08-23T12:41:00.004808,2023-08-23T12:41:01.219669,2023-08-23T12:41:02.444162,2023-08-23T12:41:03.687469,2023-08-23T12:41:04.914360,2023-08-23T12:41:06.134135,2023-08-23T12:41:07.387826,2023-08-23T12:41:08.626531,2023-08-23T12:41:09.859035,2023-08-23T12:41:11.097896,2023-08-23T12:41:12.320946,2023-08-23T12:41:13.541189,2023-08-23T12:41:14.749836,2023-08-23T12:41:15.978964,2023-08-23T12:41:17.279700,2023-08-23T12:41:18.512998,2023-08-23T12:41:19.784709,2023-08-23T12:41:20.991033,2023-08-23T12:41:22.192136,2023-08-23T12:41:23.425115,2023-08-23T12:41:24.633144,2023-08-23T12:41:25.847682,2023-08-23T12:41:27.081484,2023-08-23T12:41:28.315136,2023-08-23T12:41:29.605275,2023-08-23T12:41:30.854163,2023-08-23T12:41:32.055984,2023-08-23T12:41:33.287224,2023-08-23T12:41:34.487211,2023-08-23T12:41:35.712085,2023-08-23T12:41:36.927216,2023-08-23T12:41:38.152614,2023-08-23T12:41:39.354652,2023-08-23T12:41:40.608552,2023-08-23T12:41:41.806567,2023-08-23T12:41:43.010020,2023-08-23T12:41:44.241885,2023-08-23T12:41:45.460453,2023-08-23T12:41:46.791888,2023-08-23T12:41:48.062588,2023-08-23T12:41:49.293700,2023-08-23T12:41:50.534084,2023-08-23T12:41:51.772424,2023-08-23T12:41:52.996702,2023-08-23T12:41:54.212797,2023-08-23T12:41:55.439127,2023-08-23T12:41:56.684966,2023-08-23T12:41:57.917113,2023-08-23T12:41:59.140732,2023-08-23T12:42:00.359468,2023-08-23T12:42:01.570906,2023-08-23T12:42:02.785138,2023-08-23T12:42:04.036242,2023-08-23T12:42:05.274700,2023-08-23T12:42:06.497242,2023-08-23T12:42:07.712394,2023-08-23T12:42:08.965196,2023-08-23T12:42:10.209481,2023-08-23T12:42:11.426336,2023-08-23T12:42:12.687903,2023-08-23T12:42:13.920055,2023-08-23T12:42:15.150532,2023-08-23T12:42:16.345026,2023-08-23T12:42:17.595310,2023-08-23T12:42:18.791066,2023-08-23T12:42:20.068706,2023-08-23T12:42:21.314510,2023-08-23T12:42:22.524275,2023-08-23T12:42:23.772974,2023-08-23T12:42:25.015142,2023-08-23T12:42:26.231510,2023-08-23T12:42:27.455971,2023-08-23T12:42:28.667322,2023-08-23T12:42:29.886320,2023-08-23T12:42:31.083045,2023-08-23T12:42:32.292488,2023-08-23T12:42:33.507266,2023-08-23T12:42:34.706697,2023-08-23T12:42:35.920139,2023-08-23T12:42:37.132428,2023-08-23T12:42:38.323403,2023-08-23T12:42:39.528715,2023-08-23T12:42:40.763016,2023-08-23T12:42:41.992731,2023-08-23T12:42:43.201315,2023-08-23T12:42:44.421491,2023-08-23T12:42:45.616411,2023-08-23T12:42:46.861621,2023-08-23T12:42:48.079041,2023-08-23T12:42:49.283902,2023-08-23T12:42:50.496576,2023-08-23T12:42:51.738204,2023-08-23T12:42:52.943654,2023-08-23T12:42:54.165725,2023-08-23T12:42:55.395018,2023-08-23T12:42:56.596425,2023-08-23T12:42:57.810717,2023-08-23T12:42:59.035070,2023-08-23T12:43:00.249900,2023-08-23T12:43:01.502879,2023-08-23T12:43:02.719697,2023-08-23T12:43:03.915342,2023-08-23T12:43:05.170985,2023-08-23T12:43:06.370799,2023-08-23T12:43:07.579710,2023-08-23T12:43:08.760744,2023-08-23T12:43:10.000994,2023-08-23T12:43:11.220560,2023-08-23T12:43:12.474727,2023-08-23T12:43:13.662559}
@attribute Message {goodbys}
@attribute MessageNumber numeric
@attribute 'Queue Size' numeric
@attribute 'Queue Difference Metric' numeric
@attribute 'Latency (ms)' numeric
@attribute 'Message Size (bytes)' numeric
@attribute 'Throughput (messages/sec)' numeric
@attribute 'Used Memory (bytes)' numeric

@data
2023-08-23T12:42:05.274700,goodbys,101,2061,63,1000,11,0.8285,26122896
2023-08-23T12:42:06.497242,goodbys,102,2058,60,1000,11,0.81103,38610648
2023-08-23T12:42:07.712394,goodbys,103,2055,57,1001,11,0.803859,51321296
2023-08-23T12:42:08.965196,goodbys,104,2052,54,1000,11,0.797448,67019816
2023-08-23T12:42:10.209481,goodbys,105,2049,51,1000,11,0.827815,24851936
2023-08-23T12:42:11.426336,goodbys,106,2046,48,1001,11,0.801282,37799848
2023-08-23T12:42:12.687903,goodbys,107,2043,45,1000,11,0.803213,50194800
2023-08-23T12:42:13.920055,goodbys,108,2040,42,1000,11,0.801925,63140152
2023-08-23T12:42:15.150532,goodbys,109,2037,39,1000,11,0.834028,75560104
2023-08-23T12:42:16.345026,goodbys,110,2034,36,1000,11,0.813008,32997936
2023-08-23T12:42:17.595310,goodbys,111,2031,33,1000,11,0.829187,45742928
2023-08-23T12:42:18.791066,goodbys,112,2028,30,1000,11,0.780031,63863064
2023-08-23T12:42:20.068706,goodbys,113,2025,27,1000,11,0.810373,78010408
2023-08-23T12:42:21.314510,goodbys,114,2022,24,1000,11,0.816327,35546528
2023-08-23T12:42:22.524275,goodbys,115,2019,21,1000,11,0.823045,48492800
2023-08-23T12:42:23.772974,goodbys,116,2016,18,1000,11,0.783699,61431120
2023-08-23T12:42:25.015142,goodbys,117,2013,15,1000,11,0.823045,73855456
2023-08-23T12:42:26.231510,goodbys,118,2010,12,1000,11,0.822368,32733656
2023-08-23T12:42:27.455971,goodbys,119,2007,9,1000,11,0.823045,45440448
2023-08-23T12:42:28.667322,goodbys,120,2004,6,1000,11,0.816327,58477736
2023-08-23T12:42:29.886320,goodbys,121,2001,3,1000,11,0.83682,75083288
2023-08-23T12:42:31.083045,goodbys,122,1998,0,1000,11,0.831947,32859288
2023-08-23T12:42:32.292488,goodbys,123,1995,997,1000,11,0.820345,45891880
2023-08-23T12:42:33.507266,goodbys,124,1993,994,1000,11,0.831947,59429144
2023-08-23T12:42:34.706697,goodbys,125,1991,992,1000,11,0.83682,72453720
2023-08-23T12:42:35.920139,goodbys,126,1989,990,1000,11,0.818331,30558264
2023-08-23T12:42:37.132428,goodbys,127,1987,988,1000,11,0.829876,44136824
2023-08-23T12:42:38.323403,goodbys,128,1985,986,1001,11,0.833333,57551024
2023-08-23T12:42:39.528715,goodbys,129,1983,984,1001,11,0.81367,73674712
2023-08-23T12:42:40.763016,goodbys,130,1981,982,1000,11,0.81367,31851920
2023-08-23T12:42:41.992731,goodbys,131,1979,980,1000,11,0.821693,44940656
2023-08-23T12:42:43.201315,goodbys,132,1977,978,1000,11,0.820345,58497656
2023-08-23T12:42:44.421491,goodbys,133,1975,976,1000,11,0.83682,71591232
2023-08-23T12:42:45.616411,goodbys,134,1973,974,1000,11,0.812348,30222728
2023-08-23T12:42:46.861621,goodbys,135,1971,972,1000,11,0.813008,43903888
2023-08-23T12:42:48.079041,goodbys,136,1969,970,1000,11,0.827815,57804856
2023-08-23T12:42:49.283902,goodbys,137,1967,968,1000,11,0.829876,76701744
2023-08-23T12:42:50.496576,goodbys,138,1965,966,1000,11,0.810373,34561456
2023-08-23T12:42:51.738204,goodbys,139,1963,964,1000,11,0.82713,48658424
2023-08-23T12:42:52.943654,goodbys,140,1961,962,1000,11,0.819001,61719064
2023-08-23T12:42:54.165725,goodbys,141,1959,960,1000,11,0.809061,75831872
2023-08-23T12:42:55.395018,goodbys,142,1957,958,1000,11,0.83612,34012488
2023-08-23T12:42:56.596425,goodbys,143,1955,956,1000,11,0.820345,47639192
2023-08-23T12:42:57.810717,goodbys,144,1953,954,1000,11,0.822368,61508512
2023-08-23T12:42:59.035070,goodbys,145,1951,952,1000,11,0.819672,75148832
2023-08-23T12:43:00.249900,goodbys,146,1949,950,1001,11,0.793651,37402048
2023-08-23T12:43:01.502879,goodbys,147,1947,948,1000,11,0.829876,51647200
2023-08-23T12:43:02.719697,goodbys,148,1945,946,1001,11,0.8285,64841888
2023-08-23T12:43:03.915342,goodbys,149,1943,944,1000,11,0.799361,78492768
2023-08-23T12:43:05.170985,goodbys,150,1941,942,1000,11,0.833333,36946720
2023-08-23T12:43:06.370799,goodbys,151,1939,940,1000,11,0.823045,50580472
2023-08-23T12:43:07.579710,goodbys,152,1937,938,1000,11,0.849618,65059640
2023-08-23T12:43:08.760744,goodbys,153,1935,936,1001,11,0.809061,78691592
2023-08-23T12:43:10.000994,goodbys,154,1933,934,1000,11,0.815661,41073544
2023-08-23T12:43:11.220560,goodbys,155,1931,932,1001,11,0.796178,54794104
2023-08-23T12:43:12.474727,goodbys,156,1929,930,1001,11,0.847458,68530392
2023-08-23T12:43:13.662559,goodbys,157,1927,928,1000,11,0.837521,28300944
